Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,3,4,-37.5,25.0,Advance shipping,0,7,Hockey,Caguas,Puerto Rico,Paul,531,Burns,Corporate,PR,4436 Emerald Knoll,725.0,2,Fitness,18.22583389,-66.0473938,Pacific Asia,Adelaide,Australia,531,0.0,0.0,25.0,-1.5,1,25.0,25.0,-37.5,Oceania,Australia del Sur,PROCESSING,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class
PAYMENT,5,4,3.72,124.12,Late delivery,1,13,Electronics,Pekin,EE. UU.,Mary,7452,Goodman,Corporate,IL,907 Merry Forest Way,61554.0,3,Footwear,40.56618118,-89.63881683,Africa,Maroua,Camerún,7452,3.84,0.03,31.99,0.03,4,127.96,124.12,3.72,Central Africa,Extreme-Nord,PENDING_PAYMENT,Under Armour Women's Ignite Slide,31.99,Standard Class
TRANSFER,2,1,-13.86,85.0,Shipping canceled,0,24,Women's Apparel,Norwalk,EE. UU.,Carol,6731,Smith,Corporate,CA,1304 Clear Field,90650.0,5,Golf,33.90202332,-118.079155,Europe,Járkov,Ucrania,6731,15.0,0.15,50.0,-0.16,2,100.0,85.0,-13.86,Eastern Europe,Járkov,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
TRANSFER,2,1,140.84,387.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Jesse,749,Matthews,Consumer,PR,529 Cotton Branch Grove,725.0,7,Fan Shop,18.2275734,-66.04399109,LATAM,Ciego de Ávila,Cuba,749,12.0,0.03,399.98,0.36,1,399.98,387.98,140.84,Caribbean,Ciego de Ávila,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
DEBIT,6,4,178.55,371.98,Late delivery,1,45,Fishing,Gardena,EE. UU.,Mary,9557,Figueroa,Consumer,CA,7980 Little Rise Village,90247.0,7,Fan Shop,33.89164734,-118.299408,Europe,Arnsberg,Alemania,9557,28.0,0.07,399.98,0.48,1,399.98,371.98,178.55,Western Europe,Renania del Norte-Westfalia,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,5,4,-37.21,55.79,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,429,Salazar,Consumer,PR,7422 Heather Heath,725.0,4,Apparel,18.22757149,-66.0435791,Pacific Asia,Kandahar,Afganistán,429,4.2,0.07,59.99,-0.67,1,59.99,55.79,-37.21,South Asia,Kandahar,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,6,4,55.41,113.09,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Jeffrey,2236,Whitney,Consumer,PR,3922 Easy Manor,725.0,4,Apparel,18.27444077,-66.37058258,LATAM,Joinville,Brasil,2236,16.9,0.13,129.99,0.49,1,129.99,113.09,55.41,South America,Santa Catarina,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,4,16.73,92.96,Late delivery,1,46,Indoor/Outdoor Games,Salem,EE. UU.,Mary,8037,Mclaughlin,Corporate,OR,6774 Noble Branch Knoll,97303.0,7,Fan Shop,45.01759338,-123.0200729,LATAM,Ocaña,Colombia,8037,7.0,0.07,49.98,0.18,2,99.96,92.96,16.73,South America,Norte de Santander,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,6,4,53.76,191.99,Late delivery,1,48,Water Sports,Danbury,EE. UU.,Walter,3514,Smith,Corporate,CT,6451 Noble Blossom Manor,6810.0,7,Fan Shop,41.39585114,-73.45462036,LATAM,Avellaneda,Argentina,3514,8.0,0.04,199.99,0.28,1,199.99,191.99,53.76,South America,Santa Fe,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,4,67.31,203.97,Advance shipping,0,17,Cleats,Portland,EE. UU.,Mary,11592,Smith,Consumer,OR,5588 Merry Panda Park,97223.0,4,Apparel,45.44815064,-122.7694931,Europe,Rotherham,Reino Unido,11592,35.99,0.15,59.99,0.33,4,239.96,203.97,67.31,Northern Europe,Inglaterra,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,4,-35.51,113.09,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Amy,3769,Smith,Corporate,PR,7290 Rustic Deer Private,725.0,4,Apparel,18.27640343,-66.37054443,USCA,Philadelphia,Estados Unidos,3769,16.9,0.13,129.99,-0.31,1,129.99,113.09,-35.51,East of USA,Pensilvania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,2,52.92,188.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Marilyn,1972,Smith,Consumer,PR,1255 Blue Bear Row,725.0,7,Fan Shop,18.24197006,-66.37051392,Europe,Majadahonda,España,1972,11.0,0.06,199.99,0.28,1,199.99,188.99,52.92,Southern Europe,Madrid,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,2,4,96.99,346.39,Advance shipping,0,63,Children's Clothing,Caguas,Puerto Rico,Lael,13984,Blackburn,Home Office,PR,9814 High Timber Circuit,725.0,4,Apparel,18.205513,-66.0370636,Europe,Glasgow,Reino Unido,13984,10.71,0.03,357.1,0.28,1,357.1,346.39,96.99,Northern Europe,Escocia,COMPLETE,Children's heaters,357.1,Standard Class
DEBIT,3,4,-9.29,105.59,Advance shipping,0,32,Golf Apparel,Cleveland,EE. UU.,Jonathan,10543,Smith,Home Office,OH,8967 Grand Highway,44109.0,6,Outdoors,41.48575592,-81.62372589,Europe,Reading,Reino Unido,10543,14.4,0.12,119.99,-0.09,1,119.99,105.59,-9.29,Northern Europe,Inglaterra,COMPLETE,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.99,Standard Class
DEBIT,3,2,10.38,175.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,7898,Smith,Corporate,PR,4286 Stony Turnabout,725.0,7,Fan Shop,18.26148415,-66.37058258,USCA,Fresno,Estados Unidos,7898,24.0,0.12,199.99,0.06,1,199.99,175.99,10.38,West of USA ,California,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,2,4,-17.99,59.96,Shipping canceled,0,41,Trade-In,Richmond,EE. UU.,Mary,3592,Smith,Corporate,KY,5546 Rocky Cloud Beach,40475.0,6,Outdoors,37.74456787,-84.29749298,Pacific Asia,Jining,China,3592,19.99,0.25,15.99,-0.3,5,79.95,59.96,-17.99,Eastern Asia,Mongolia Interior,SUSPECTED_FRAUD,Glove It Imperial Golf Towel,15.99,Standard Class
TRANSFER,3,4,57.41,124.8,Advance shipping,0,33,Golf Shoes,Morristown,EE. UU.,Harry,12357,Smith,Consumer,NJ,1120 Clear Crossing,7960.0,6,Outdoors,40.8079071,-74.47541809,LATAM,San Pedro Sula,Honduras,12357,5.2,0.04,65.0,0.46,2,130.0,124.8,57.41,Central America,Cortés,PROCESSING,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,Standard Class
TRANSFER,2,2,47.92,132.0,Shipping on time,0,24,Women's Apparel,Honolulu,EE. UU.,Paul,6930,Morton,Home Office,HI,3882 Honey Parkway,96819.0,5,Golf,21.33635902,-157.8772125,Europe,Cherkasy,Ucrania,6930,18.0,0.12,50.0,0.36,3,150.0,132.0,47.92,Eastern Europe,Cherkasy,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
DEBIT,5,4,48.38,100.78,Late delivery,1,17,Cleats,Astoria,EE. UU.,Mary,1759,Barnett,Consumer,NY,1040 Quaking Mountain Heath,11103.0,4,Apparel,40.76861954,-73.90949249,LATAM,Mérida,México,1759,19.2,0.16,59.99,0.48,2,119.98,100.78,48.38,Central America,Yucatán,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,1,10.66,82.0,Late delivery,1,24,Women's Apparel,Virginia Beach,EE. UU.,Hannah,6056,Flores,Consumer,VA,8187 Merry Pony Field,23464.0,5,Golf,36.80849838,-76.20897675,LATAM,Durango,México,6056,18.0,0.18,50.0,0.13,2,100.0,82.0,10.66,Central America,Durango,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
DEBIT,6,2,-37.19,199.92,Late delivery,1,46,Indoor/Outdoor Games,Meridian,EE. UU.,Mary,9217,Smith,Consumer,ID,8750 Grand Pony Byway,83642.0,7,Fan Shop,43.52587509,-116.3938675,LATAM,Panama City,Panamá,9217,49.98,0.2,49.98,-0.19,5,249.9,199.92,-37.19,Central America,Panamá,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,3,4,-7.31,169.99,Advance shipping,0,48,Water Sports,Sacramento,EE. UU.,Michelle,5293,Callahan,Consumer,CA,1321 Cotton Horse Concession,95823.0,7,Fan Shop,38.48671341,-121.459343,LATAM,Mérida,México,5293,30.0,0.15,199.99,-0.04,1,199.99,169.99,-7.31,Central America,Yucatán,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,4,76.13,217.5,Advance shipping,0,24,Women's Apparel,Brooklyn,EE. UU.,Paul,5054,Thomas,Corporate,NY,6907 Stony Arbor,11214.0,5,Golf,40.60320664,-73.99624634,USCA,Louisville,Estados Unidos,5054,32.5,0.13,50.0,0.35,5,250.0,217.5,76.13,South of  USA ,Kentucky,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,6,4,-99.7,129.99,Late delivery,1,18,Men's Footwear,Gilroy,EE. UU.,Mary,4338,Michael,Corporate,CA,9666 Colonial Hickory Thicket,95020.0,4,Apparel,37.01370621,-121.5893478,LATAM,Amatitlán,Guatemala,4338,0.0,0.0,129.99,-0.77,1,129.99,129.99,-99.7,Central America,Guatemala,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,4,4,19.57,260.98,Shipping on time,0,43,Camping & Hiking,Staten Island,EE. UU.,Nicholas,12226,Smith,Consumer,NY,3612 Silver Autumn Extension,10314.0,7,Fan Shop,40.58441544,-74.15991974,USCA,Parker,Estados Unidos,12226,39.0,0.13,299.98,0.08,1,299.98,260.98,19.57,West of USA ,Colorado,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,2,12.61,43.48,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,10492,Smith,Home Office,PR,866 Burning Street,725.0,7,Fan Shop,18.29597855,-66.37055206,LATAM,Cienfuegos,Cuba,10492,6.5,0.13,49.98,0.29,1,49.98,43.48,12.61,Caribbean,Cienfuegos,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class
DEBIT,0,0,-14.07,159.94,Shipping on time,0,46,Indoor/Outdoor Games,Miami,EE. UU.,Joseph,5028,Lucero,Corporate,FL,1112 Rustic Range,33161.0,7,Fan Shop,25.88852501,-80.17294312,LATAM,Bayeux,Brasil,5028,39.98,0.2,49.98,-0.09,4,199.92,159.94,-14.07,South America,Paraíba,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Same Day
TRANSFER,1,0,-41.98,114.39,Shipping canceled,0,18,Men's Footwear,Mesa,EE. UU.,Mary,374,Camacho,Home Office,AZ,4062 Rocky Fox Limits,85204.0,4,Apparel,33.48134995,-111.6444626,LATAM,Buenos Aires,Argentina,374,15.6,0.12,129.99,-0.37,1,129.99,114.39,-41.98,South America,Buenos Aires,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
TRANSFER,5,4,85.17,251.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Mary,10653,Smith,Corporate,PR,4210 Dewy Round,725.0,7,Fan Shop,18.24949455,-66.37054443,Europe,Frederiksberg,Dinamarca,10653,48.0,0.16,299.98,0.34,1,299.98,251.98,85.17,Northern Europe,Región Capital,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,2,1,60.74,134.98,Late delivery,1,17,Cleats,Chicago,EE. UU.,Mary,5413,Smith,Home Office,IL,6317 Cinder River Centre,60643.0,4,Apparel,41.6971283,-87.67146301,USCA,San Francisco,Estados Unidos,5413,44.99,0.25,59.99,0.45,3,179.97,134.98,60.74,West of USA ,California,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,0,0,38.18,83.0,Shipping on time,0,24,Women's Apparel,West Chester,EE. UU.,William,10407,Clay,Corporate,PA,8470 Amber Street,19382.0,5,Golf,39.96744919,-75.58142853,Pacific Asia,Wuhan,China,10407,17.0,0.17,50.0,0.46,2,100.0,83.0,38.18,Eastern Asia,Hubei,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day
TRANSFER,2,2,17.22,59.39,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,William,10876,Beasley,Corporate,PR,9420 Honey Grove Mews,725.0,4,Apparel,18.27929878,-66.37058258,USCA,Plano,Estados Unidos,10876,0.6,0.01,59.99,0.29,1,59.99,59.39,17.22,US Center ,Texas,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,2,1,105.55,363.98,Shipping canceled,0,45,Fishing,New York,EE. UU.,Richard,11460,Payne,Corporate,NY,1156 Silver Sky Line,10128.0,7,Fan Shop,40.64491653,-73.9460907,USCA,San Francisco,Estados Unidos,11460,36.0,0.09,399.98,0.29,1,399.98,363.98,105.55,West of USA ,California,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
TRANSFER,2,4,74.25,247.5,Advance shipping,0,24,Women's Apparel,Toa Baja,Puerto Rico,Mary,3105,Stone,Corporate,PR,8510 Green River Acres,949.0,5,Golf,18.44488907,-66.17352295,Europe,Magdeburg,Alemania,3105,2.5,0.01,50.0,0.3,5,250.0,247.5,74.25,Western Europe,Sajonia-Anhalt,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,4,4,42.99,122.84,Shipping on time,0,18,Men's Footwear,Bloomfield,EE. UU.,Mary,11772,Smith,Consumer,NJ,5744 Amber Pointe,7003.0,4,Apparel,39.9335289,-75.06125641,LATAM,Medellín,Colombia,11772,7.15,0.06,129.99,0.35,1,129.99,122.84,42.99,South America,Antioquía,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,3,4,8.03,47.23,Advance shipping,0,40,Accessories,San Antonio,EE. UU.,Lisa,11148,Keith,Consumer,TX,4212 Shady Field,78227.0,6,Outdoors,29.4257412,-98.55130768,Pacific Asia,Bellary,India,11148,2.75,0.06,24.99,0.17,2,49.98,47.23,8.03,South Asia,Karnataka,PENDING,Team Golf Pittsburgh Steelers Putter Grip,24.99,Standard Class
DEBIT,6,4,0.0,284.98,Late delivery,1,43,Camping & Hiking,Pompano Beach,EE. UU.,Mark,10222,Reyes,Consumer,FL,1995 Burning Fox Mountain,33068.0,7,Fan Shop,26.21472931,-80.23004913,LATAM,Jacobina,Brasil,10222,15.0,0.05,299.98,0.0,1,299.98,284.98,0.0,South America,Bahía,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,5,4,32.92,117.58,Late delivery,1,17,Cleats,Greeley,EE. UU.,Janet,10014,Williams,Consumer,CO,9890 Pleasant Highway,80631.0,4,Apparel,40.38999558,-104.708847,Pacific Asia,Qingdao,China,10014,2.4,0.02,59.99,0.28,2,119.98,117.58,32.92,Eastern Asia,Shandong,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,4,82.31,293.95,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Emily,10464,Smith,Consumer,PR,5759 Cotton Creek Crossing,725.0,4,Apparel,18.25908089,-66.37062073,USCA,Salem,Estados Unidos,10464,6.0,0.02,59.99,0.28,5,299.95,293.95,82.31,South of  USA ,Virginia,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,6,2,92.16,191.99,Late delivery,1,48,Water Sports,Los Angeles,EE. UU.,Charles,7340,Taylor,Corporate,CA,8081 Rustic Concession,90016.0,7,Fan Shop,34.03234482,-118.3598175,LATAM,Pinar del Río,Cuba,7340,8.0,0.04,199.99,0.48,1,199.99,191.99,92.16,Caribbean,Pinar del Río,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,5,2,22.5,150.0,Late delivery,1,24,Women's Apparel,Catonsville,EE. UU.,Mary,10416,Goodwin,Consumer,MD,2476 Grand Leaf Townline,21228.0,5,Golf,39.26515198,-76.77284241,Pacific Asia,Bangkok,Tailandia,10416,50.0,0.25,50.0,0.15,4,200.0,150.0,22.5,Southeast Asia,Bangkok,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
PAYMENT,1,0,192.07,391.98,Late delivery,1,45,Fishing,Brooklyn,EE. UU.,Mary,12232,Moore,Corporate,NY,5735 Quaking Cider Highway,11216.0,7,Fan Shop,40.67913818,-73.94405365,USCA,Fayetteville,Estados Unidos,12232,8.0,0.02,399.98,0.49,1,399.98,391.98,192.07,South of  USA ,Carolina del Norte,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
DEBIT,3,4,46.24,127.39,Advance shipping,0,18,Men's Footwear,Huntington Park,EE. UU.,Mary,5175,Sullivan,Corporate,CA,9672 Green Mountain Pines,90255.0,4,Apparel,33.97763825,-118.2206879,LATAM,San Justo,Argentina,5175,2.6,0.02,129.99,0.36,1,129.99,127.39,46.24,South America,Santa Fe,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,4,-20.8,103.99,Advance shipping,0,18,Men's Footwear,Austin,EE. UU.,Mary,4054,Smith,Home Office,TX,1661 Gentle Rabbit Turnabout,78753.0,4,Apparel,30.35012245,-97.69873047,LATAM,Chihuahua,México,4054,26.0,0.2,129.99,-0.2,1,129.99,103.99,-20.8,Central America,Chihuahua,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
CASH,6,2,34.58,110.49,Late delivery,1,18,Men's Footwear,Baltimore,EE. UU.,Elizabeth,11004,Smith,Home Office,MD,1942 Middle Bluff Crescent,21229.0,4,Apparel,39.2881546,-76.64818573,Europe,Grodno,Bielorrusia,11004,19.5,0.15,129.99,0.31,1,129.99,110.49,34.58,Eastern Europe,Grodno,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,4,4,9.9,22.5,Shipping on time,0,7,Hockey,San Francisco,EE. UU.,Stephen,9459,Bond,Consumer,CA,9077 Honey Route,94109.0,2,Fitness,37.80408478,-122.4188538,Pacific Asia,Sydney,Australia,9459,2.5,0.1,25.0,0.44,1,25.0,22.5,9.9,Oceania,Nueva Gales del Sur,COMPLETE,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class
TRANSFER,6,2,-47.54,124.12,Late delivery,1,13,Electronics,Caguas,Puerto Rico,Mary,4951,Peck,Consumer,PR,2355 Velvet Hickory Crest,725.0,3,Footwear,18.20853615,-66.37051392,LATAM,Chapecó,Brasil,4951,3.84,0.03,31.99,-0.38,4,127.96,124.12,-47.54,South America,Santa Catarina,PROCESSING,Under Armour Women's Ignite PIP VI Slide,31.99,Second Class
TRANSFER,6,4,63.92,339.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Mary,5885,Parker,Consumer,PR,5004 Gentle Mountain Grove,725.0,7,Fan Shop,18.28535461,-66.37059784,USCA,Seattle,Estados Unidos,5885,60.0,0.15,399.98,0.19,1,399.98,339.98,63.92,West of USA ,Washington,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,2,2,30.94,110.49,Shipping on time,0,18,Men's Footwear,Cleveland,EE. UU.,Mary,6326,Harris,Consumer,OH,8396 Pleasant Extension,44118.0,4,Apparel,40.90116501,-81.91440582,LATAM,David,Panamá,6326,19.5,0.15,129.99,0.28,1,129.99,110.49,30.94,Central America,Chiriquí,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,2,1,6.72,53.76,Late delivery,1,60,Baby ,New York,EE. UU.,Skyler,12772,Bernard,Corporate,NY,6146 Dewy Jetty ,10029.0,4,Apparel,40.79290009,-73.94426727,Europe,Rome,Italia,12772,5.32,0.09,59.08,0.13,1,59.08,53.76,6.72,Southern Europe,Lacio,COMPLETE,Baby sweater,59.08,First Class
DEBIT,3,4,59.13,227.41,Advance shipping,0,46,Indoor/Outdoor Games,Detroit,EE. UU.,Mary,592,Huynh,Corporate,MI,7284 Clear Brook Field,48235.0,7,Fan Shop,29.5480175,-95.18670654,LATAM,Junín,Argentina,592,22.49,0.09,49.98,0.26,5,249.9,227.41,59.13,South America,Buenos Aires (provincia),COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,6,4,87.74,269.98,Late delivery,1,43,Camping & Hiking,Jamaica,EE. UU.,Mary,1014,Maxwell,Consumer,NY,2638 Clear Log Island,11435.0,7,Fan Shop,40.7045517,-73.79679108,USCA,Philadelphia,Estados Unidos,1014,30.0,0.1,299.98,0.33,1,299.98,269.98,87.74,East of USA,Pensilvania,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,6,4,16.57,110.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,612,Cochran,Home Office,PR,5548 Tawny Embers Nook,725.0,4,Apparel,18.35909462,-66.07790375,LATAM,Soyapango,El Salvador,612,19.5,0.15,129.99,0.15,1,129.99,110.49,16.57,Central America,San Salvador,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,4,2,13.46,152.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Ruth,4469,Maynard,Corporate,PR,3100 Broad Brook Impasse,725.0,4,Apparel,18.25359917,-66.37062073,LATAM,Talcahuano,Chile,4469,27.0,0.15,59.99,0.09,3,179.97,152.97,13.46,South America,Bío-Bío,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,2,1,27.03,161.87,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,Beverly,17382,Simpson,Consumer,PR,245 Green Range,725.0,4,Apparel,18.24865151,-66.03705597,Pacific Asia,Yangzhou,China,17382,53.96,0.25,215.82,0.17,1,215.82,161.87,27.03,Eastern Asia,Jiangsu,COMPLETE,Summer dresses,215.82,First Class
DEBIT,2,4,-28.43,116.99,Advance shipping,0,18,Men's Footwear,Silver Spring,EE. UU.,Catherine,8376,Moreno,Consumer,MD,3857 Bright Gate Gate,20904.0,4,Apparel,39.04636002,-76.98272705,USCA,Houston,Estados Unidos,8376,13.0,0.1,129.99,-0.24,1,129.99,116.99,-28.43,US Center ,Texas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,4,138.11,424.96,Late delivery,1,9,Cardio Equipment,Hesperia,EE. UU.,Mary,8336,Smith,Corporate,CA,5593 Indian Trail,92345.0,3,Footwear,34.35376358,-117.437149,Europe,Ploiesti,Rumania,8336,74.99,0.15,99.99,0.33,5,499.95,424.96,138.11,Eastern Europe,Prahova,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,0,0,55.55,113.37,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Janice,8994,Shea,Consumer,PR,4590 Silver Anchor Street,725.0,5,Golf,18.24777412,-66.37054443,USCA,Mission Viejo,Estados Unidos,8994,6.6,0.06,39.99,0.49,3,119.97,113.37,55.55,West of USA ,California,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day
DEBIT,2,4,8.91,118.77,Advance shipping,0,29,Shop By Sport,Wilmington,EE. UU.,Joshua,538,Livingston,Consumer,CA,1847 Middle Bluff Link,90744.0,5,Golf,34.09378433,-118.2705994,Europe,London,Reino Unido,538,1.2,0.01,39.99,0.08,3,119.97,118.77,8.91,Northern Europe,Inglaterra,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,2,4,33.75,112.5,Advance shipping,0,24,Women's Apparel,Humacao,Puerto Rico,Mary,1752,Merritt,Consumer,PR,6724 Crystal Dale,791.0,5,Golf,18.1501503,-65.82595062,LATAM,São Paulo,Brasil,1752,37.5,0.25,50.0,0.3,3,150.0,112.5,33.75,South America,São Paulo,PAYMENT_REVIEW,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,5,4,42.75,95.0,Late delivery,1,24,Women's Apparel,Amarillo,EE. UU.,Tiffany,1870,Greer,Corporate,TX,1463 Silent Expressway,79109.0,5,Golf,35.18754196,-101.8676224,LATAM,Montes Claros,Brasil,1870,5.0,0.05,50.0,0.45,2,100.0,95.0,42.75,South America,Minas Gerais,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,6,4,8.19,45.48,Late delivery,1,46,Indoor/Outdoor Games,Louisville,EE. UU.,Mary,8964,Berger,Home Office,KY,4678 Fallen Townline,40214.0,7,Fan Shop,38.18265152,-85.75534821,USCA,Fayetteville,Estados Unidos,8964,4.5,0.09,49.98,0.18,1,49.98,45.48,8.19,South of  USA ,Carolina del Norte,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,1,42.0,150.0,Late delivery,1,24,Women's Apparel,Potomac,EE. UU.,Maria,1953,Ortiz,Corporate,MD,8842 Indian View Corners,20854.0,5,Golf,39.00035477,-77.22781372,Europe,Gothenburg,Suecia,1953,50.0,0.25,50.0,0.28,4,200.0,150.0,42.0,Northern Europe,Västra Götaland,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class
PAYMENT,4,4,70.2,269.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,9471,Adams,Consumer,PR,681 High Pike,725.0,7,Fan Shop,18.2442894,-66.3705368,Europe,Munster,Alemania,9471,30.0,0.1,299.98,0.26,1,299.98,269.98,70.2,Western Europe,Baja Sajonia,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,5,2,93.15,321.2,Late delivery,1,73,Sporting Goods,Peoria,EE. UU.,Karly,19387,Porter,Corporate,AZ,5674 Merry Nectar Pines,85345.0,2,Fitness,33.57873154,-112.266098,Pacific Asia,Rajkot,India,19387,6.56,0.02,327.75,0.29,1,327.75,321.2,93.15,South Asia,Guyarat,PENDING_PAYMENT,Smart watch ,327.75,Second Class
PAYMENT,5,4,159.99,319.98,Late delivery,1,45,Fishing,Portland,EE. UU.,Mary,2803,Spencer,Consumer,OR,6115 Burning River Villas,97229.0,7,Fan Shop,45.54113007,-122.7773743,LATAM,Lima,Perú,2803,80.0,0.2,399.98,0.5,1,399.98,319.98,159.99,South America,Lima (ciudad),PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
